Date,Month,Year,Site,Site_ID,Rep,Focal.Plant,Neighbor,SF-L,SF-D,Spac,Mud,Other,Total,Corr.SF-L,Corr.SF-D,Corr.Spac,Corr.Mud,Corr.Other,Other.Species
42572,July,2016,KF,KF1,C-1,cordgrass,absent,45,31,0,24,0,100,0.45,0.31,0,0.24,0,
42572,July,2016,KF,KF1,C-2,cordgrass,absent,53,15,0,32,0,100,0.53,0.15,0,0.32,0,
42572,July,2016,KF,KF1,C-3,cordgrass,absent,9,56,0,34,0,99,0.090909091,0.565656566,0,0.343434343,0,
42572,July,2016,KF,KF1,C-4,cordgrass,absent,17,69,0,14,0,100,0.17,0.69,0,0.14,0,
42572,July,2016,KF,KF1,C-5,cordgrass,absent,54,23,0,23,0,100,0.54,0.23,0,0.23,0,
42572,July,2016,KF,KF1,C-6,cordgrass,absent,69,23,0,8,0,100,0.69,0.23,0,0.08,0,
42572,July,2016,KF,KF1,C-7,cordgrass,absent,48,41,0,12,0,101,0.475247525,0.405940594,0,0.118811881,0,
42572,July,2016,KF,KF1,P+1,pickleweed,present,64,11,14,11,0,100,0.64,0.11,0.14,0.11,0,
42572,July,2016,KF,KF1,P+2,pickleweed,present,45,18,33,0,4,100,0.45,0.18,0.33,0,0.04,BAT
42572,July,2016,KF,KF1,P+3,pickleweed,present,18,41,41,0,0,100,0.18,0.41,0.41,0,0,
42572,July,2016,KF,KF1,P+4,pickleweed,present,26,44,30,0,0,100,0.26,0.44,0.3,0,0,
42572,July,2016,KF,KF1,P+5,pickleweed,present,37,28,26,1,6,98,0.37755102,0.285714286,0.265306122,0.010204082,0.06122449,BAT(5); JAM(1)
42572,July,2016,KF,KF1,P+6,pickleweed,present,46,39,11,1,3,100,0.46,0.39,0.11,0.01,0.03,BAT
42572,July,2016,KF,KF1,P+7,pickleweed,present,63,15,14,0,10,102,0.617647059,0.147058824,0.137254902,0,0.098039216,BAT
42572,July,2016,KF,KF1,P-1,pickleweed,absent,0,0,89,11,0,100,0,0,0.89,0.11,0,
42572,July,2016,KF,KF1,P-2,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42572,July,2016,KF,KF1,P-3,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42572,July,2016,KF,KF1,P-4,pickleweed,absent,0,0,94,6,0,100,0,0,0.94,0.06,0,
42572,July,2016,KF,KF1,P-5,pickleweed,absent,0,0,80,20,0,100,0,0,0.8,0.2,0,
42572,July,2016,KF,KF1,P-6,pickleweed,absent,0,0,97,3,0,100,0,0,0.97,0.03,0,
42572,July,2016,KF,KF1,P-7,pickleweed,absent,0,0,90,10,0,100,0,0,0.9,0.1,0,
42598,August,2016,KF,KF1,C+1,cordgrass,present,23,27,46,0,4,100,0.23,0.27,0.46,0,0.04,BAT(2); JAM(2)
42598,August,2016,KF,KF1,C+2,cordgrass,present,48,25,26,0,0,99,0.484848485,0.252525253,0.262626263,0,0,
42598,August,2016,KF,KF1,C+3,cordgrass,present,62,15,20,0,3,100,0.62,0.15,0.2,0,0.03,BAT
42598,August,2016,KF,KF1,C+4,cordgrass,present,3,8,90,0,0,101,0.02970297,0.079207921,0.891089109,0,0,
42598,August,2016,KF,KF1,C+5,cordgrass,present,55,25,3,13,3,99,0.555555556,0.252525253,0.03030303,0.131313131,0.03030303,BAT
42598,August,2016,KF,KF1,C+6,cordgrass,present,26,22,38,0,13,99,0.262626263,0.222222222,0.383838384,0,0.131313131,BAT
42598,August,2016,KF,KF1,C+7,cordgrass,present,37,27,26,3,4,97,0.381443299,0.278350515,0.268041237,0.030927835,0.041237113,BAT
42598,August,2016,KF,KF1,C-1,cordgrass,absent,45,35,0,20,0,100,0.45,0.35,0,0.2,0,
42598,August,2016,KF,KF1,C-2,cordgrass,absent,42,25,0,32,0,99,0.424242424,0.252525253,0,0.323232323,0,
42598,August,2016,KF,KF1,C-3,cordgrass,absent,1,72,0,26,0,99,0.01010101,0.727272727,0,0.262626263,0,
42598,August,2016,KF,KF1,C-4,cordgrass,absent,8,70,0,21,,99,0.080808081,0.707070707,0,0.212121212,0,
42598,August,2016,KF,KF1,C-5,cordgrass,absent,49,26,0,25,0,100,0.49,0.26,0,0.25,0,
42598,August,2016,KF,KF1,C-6,cordgrass,absent,55,36,0,9,0,100,0.55,0.36,0,0.09,0,
42598,August,2016,KF,KF1,C-7,cordgrass,absent,38,45,0,17,0,100,0.38,0.45,0,0.17,0,
42598,August,2016,KF,KF1,P+1,pickleweed,present,54,19,15,0,12,100,0.54,0.19,0.15,0,0.12,BAT
42598,August,2016,KF,KF1,P+2,pickleweed,present,34,19,43,1,2,99,0.343434343,0.191919192,0.434343434,0.01010101,0.02020202,BAT(1); JAM(1)
42598,August,2016,KF,KF1,P+3,pickleweed,present,26,31,43,0,0,100,0.26,0.31,0.43,0,0,
42598,August,2016,KF,KF1,P+4,pickleweed,present,17,43,40,0,0,100,0.17,0.43,0.4,0,0,
42598,August,2016,KF,KF1,P+5,pickleweed,present,43,24,19,3,10,99,0.434343434,0.242424242,0.191919192,0.03030303,0.101010101,BAT(7); JAM(3)
42598,August,2016,KF,KF1,P+6,pickleweed,present,31,37,15,0,17,100,0.31,0.37,0.15,0,0.17,BAT(7); JAM(10)
42598,August,2016,KF,KF1,P+7,pickleweed,present,53,24,14,4,5,100,0.53,0.24,0.14,0.04,0.05,BAT
42598,August,2016,KF,KF1,P-1,pickleweed,absent,0,0,90,10,0,100,0,0,0.9,0.1,0,
42598,August,2016,KF,KF1,P-2,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42598,August,2016,KF,KF1,P-3,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42598,August,2016,KF,KF1,P-4,pickleweed,absent,0,0,95,5,0,100,0,0,0.95,0.05,0,
42598,August,2016,KF,KF1,P-5,pickleweed,absent,0,0,79,21,0,100,0,0,0.79,0.21,0,
42598,August,2016,KF,KF1,P-6,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42598,August,2016,KF,KF1,P-7,pickleweed,absent,0,0,92,8,0,100,0,0,0.92,0.08,0,
42621,September ,2016,KF,KF1,C+1,cordgrass,present,29,20,51,0,0,100,0.29,0.2,0.51,0,0,
42621,September ,2016,KF,KF1,C+2,cordgrass,present,48,36,14,0,0,98,0.489795918,0.367346939,0.142857143,0,0,
42621,September ,2016,KF,KF1,C+3,cordgrass,present,56,27,17,0,0,100,0.56,0.27,0.17,0,0,
42621,September ,2016,KF,KF1,C+4,cordgrass,present,2,8,85,0,5,100,0.02,0.08,0.85,0,0.05,BAT
42621,September ,2016,KF,KF1,C+5,cordgrass,present,57,34,7,0,1,99,0.575757576,0.343434343,0.070707071,0,0.01010101,BAT
42621,September ,2016,KF,KF1,C+6,cordgrass,present,38,27,34,0,2,101,0.376237624,0.267326733,0.336633663,0,0.01980198,BAT
42621,September ,2016,KF,KF1,C+7,cordgrass,present,40,26,31,0,1,98,0.408163265,0.265306122,0.316326531,0,0.010204082,BAT
42621,September ,2016,KF,KF1,C-1,cordgrass,absent,40,35,0,25,0,100,0.4,0.35,0,0.25,0,
42621,September ,2016,KF,KF1,C-2,cordgrass,absent,48,30,0,22,0,100,0.48,0.3,0,0.22,0,
42621,September ,2016,KF,KF1,C-3,cordgrass,absent,0,62,0,38,0,100,0,0.62,0,0.38,0,
42621,September ,2016,KF,KF1,C-4,cordgrass,absent,2,64,0,32,0,98,0.020408163,0.653061224,0,0.326530612,0,
42621,September ,2016,KF,KF1,C-5,cordgrass,absent,45,38,0,16,0,99,0.454545455,0.383838384,0,0.161616162,0,
42621,September ,2016,KF,KF1,C-6,cordgrass,absent,57,35,0,8,0,100,0.57,0.35,0,0.08,0,
42621,September ,2016,KF,KF1,C-7,cordgrass,absent,29,59,0,12,0,100,0.29,0.59,0,0.12,0,
42621,September ,2016,KF,KF1,P+1,pickleweed,present,51,19,23,0,7,100,0.51,0.19,0.23,0,0.07,BAT(2); JAM(5)
42621,September ,2016,KF,KF1,P+2,pickleweed,present,47,16,37,0,0,100,0.47,0.16,0.37,0,0,
42621,September ,2016,KF,KF1,P+3,pickleweed,present,24,25,51,0,0,100,0.24,0.25,0.51,0,0,
42621,September ,2016,KF,KF1,P+4,pickleweed,present,13,37,50,0,0,100,0.13,0.37,0.5,0,0,
42621,September ,2016,KF,KF1,P+5,pickleweed,present,31,35,28,0,6,100,0.31,0.35,0.28,0,0.06,BAT(5); JAM(1)
42621,September ,2016,KF,KF1,P+6,pickleweed,present,35,34,20,3,10,102,0.343137255,0.333333333,0.196078431,0.029411765,0.098039216,BAT(4); JAM(6)
42621,September ,2016,KF,KF1,P+7,pickleweed,present,69,19,7,0,5,100,0.69,0.19,0.07,0,0.05,BAT
42621,September ,2016,KF,KF1,P-1,pickleweed,absent,0,0,97,3,0,100,0,0,0.97,0.03,0,
42621,September ,2016,KF,KF1,P-2,pickleweed,absent,0,0,99,1,0,100,0,0,0.99,0.01,0,
42621,September ,2016,KF,KF1,P-3,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42621,September ,2016,KF,KF1,P-4,pickleweed,absent,0,0,95,0,5,100,0,0,0.95,0,0.05,
42621,September ,2016,KF,KF1,P-5,pickleweed,absent,0,0,98,0,2,100,0,0,0.98,0,0.02,
42621,September ,2016,KF,KF1,P-6,pickleweed,absent,0,0,100,0,0,100,0,0,1,0,0,
42621,September ,2016,KF,KF1,P-7,pickleweed,absent,0,0,97,0,3,100,0,0,0.97,0,0.03,
